71.12.3;Услуги в области геологических, геофизических и взаимосвязанных изыскательных работ и консультативные услуги
71.12.31;"Услуги геологические и геофизические консультативные
Эта группировка включает:
- геологические консультативные услуги по вопросам определения местонахождения запасов твердых полезных ископаемых, нефти, газа и подземных вод путем геологического изучения недр, лабораторных исследований полезных ископаемых и горных пород;
- предоставление консультаций по вопросам исследования и разработки минеральных запасов, запасов нефти и природного газа;
- консультативные услуги по вопросам оценки геологических, геофизических и геохимических аномалий;
- консультативные услуги геологического картирования или изысканий на поверхности или под нею
"
71.12.31.000;Услуги геологические и геофизические консультативные
71.12.32;"Услуги геофизические
Эта группировка включает:
- услуги по предоставлению информации о подповерхностных формациях путем применения следующих различных методов: сейсмографических, гравиметрических, магнитометрических методов, прочих методов исследования подповерхностных слоев
Эта группировка не включает:
- работы по структурно-поисковому бурению, см. 43.13.10
"
71.12.32.000;Услуги геофизические
71.12.33;"Услуги по разведке полезных ископаемых и оценке их месторождений
Эта группировка не включает:
- разведочное бурение, связанное с добычей нефти и природного газа, см. 09.10.11
"
71.12.33.100;Услуги по разведке полезных ископаемых, содержащих ядерные материалы и радиоактивные вещества, и оценке их месторождений
71.12.33.900;Услуги по разведке прочих полезных ископаемых и оценке их месторождений, не включенные в другие группировки
71.12.34;"Услуги по изучению земной поверхности
Эта группировка включает:
- услуги по сбору информации о форме, расположении и/или границах участка земной поверхности различными методами, включая обход, фотограмметрические и гидрографические обследования с целью подготовки карт, сбор данных при помощи искусственных спутников Земли;
- землемерные и топографические услуги (например, обозначение границ земельной собственности, демаркация границ)
Эта группировка также включает:
- изыскательские работы в целях сохранения и воссоздания объектов культурного наследия: землемерные и топографические услуги;
- услуги (работы) по определению границ территорий объектов культурного и археологического наследия
Эта группировка не включает:
- услуги аэрофотосъемки, см. 74.20.24
"
71.12.34.110;"Услуги в области землеустройства
Эта группировка также включает:
- услуги (работы) по определению границ территорий объектов культурного и археологического наследия
"
71.12.34.120;Услуги в области изучения земной поверхности, кроме услуг в области землеустройства
71.12.35;"Услуги в области картографии
Эта группировка включает:
- услуги по составлению карт, включающие создание и обновление карт всех видов (например, дорожных, кадастровых, топографических, планиметрических, гидрографических) с использованием результатов работ по обследованию местности, других карт и прочих источников информации
Эта группировка не включает:
- издание карт и атласов в печатной форме, см. 58.11.15 и 58.11.16
"
71.12.35.110;Услуги в области кадастровой деятельности
71.12.35.120;Услуги в области картографии, кроме услуг в области кадастровой деятельности
71.12.39;"Услуги в области геологических, геофизических и взаимосвязанных изыскательных работ прочие, не включенные в другие группировки
Эта группировка также включает:
- изыскательские работы в целях сохранения и воссоздания объектов культурного наследия: геологические, геофизические и взаимосвязанные изыскательские работы
"
71.12.39.110;Услуги в области гидрометеорологии и смежных с ней областях
71.12.39.111;Услуги наблюдательной гидрометеорологической сети
71.12.39.112;Работы гелиофизические и геофизические
71.12.39.113;Услуги по мониторингу загрязнения окружающей среды для физических и юридических лиц
71.12.39.114;Работы полевые и изыскания в области гидрометеорологии и смежных с ней областях, экспедиционные обследования объектов окружающей среды с целью оценки уровней загрязнения
71.12.39.115;Услуги по обработке и предоставлению гидрометеорологической информации органам государственной власти и населению
71.12.39.116;Услуги по гидрометеорологическому обеспечению деятельности физических и юридических лиц
71.12.39.117;Услуги, связанные с активными воздействиями на метеорологические и геофизические процессы и явления
71.12.39.119;"Услуги в области гидрометеорологии и смежных с ней областях прочие
Эта группировка также включает:
- изыскательские работы в целях сохранения и воссоздания объектов культурного наследия: в области гидрометеорологии и смежных с ней областях
"
71.12.4;Услуги в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции
71.12.40;Услуги в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции
71.12.40.110;"Услуги в области технического регулирования и стандартизации
Эта группировка включает:
- услуги по разработке технических регламентов, содердащих обязательные требования к продукции, процессам ее производства, эксплуатации, хранения, перевозки, реализации и утилизации, требования к терминологии, упаковке, маркировке, этикеткам и правилам их нанесения;
- услуги по разработке национальных стандартов, правил стандартизации, норм и рекомендаций в области стандартизации, применяемых в установленном порядке классификаций, стандартов организаций, сводов правил;
- услуги по разработке и ведению общероссийских классификаторов технико-экономической и социальной информации;
- услуги по разработке и ведению Федерального информационного фонда технических регламентов и стандартов
"
71.12.40.111;Услуги по техническому регулированию в области использования атомной энергии
71.12.40.112;Услуги по стандартизации в области использования атомной энергии
71.12.40.119;Услуги по техническому регулированию и стандартизации, кроме услуг по техническому регулированию и стандартизации в области использования атомной энергии
71.12.40.120;"Услуги в области метрологии
Эта группировка включает:
- услуги по передаче размера единиц физических величин;
- услуги по испытаниям, проверке и калибровке средств измерений;
- услуги по разработке методик выполнения измерений и оценке точности измерений;
- услуги в области метрологии и прочие
"
71.12.40.121;Услуги по обеспечению единства измерений в области использования атомной энергии
71.12.40.129;Услуги в области метрологии прочие, не включенные в другие группировки
71.12.40.130;Услуги в области аккредитации
71.12.40.131;Услуги по аккредитации в области использования атомной энергии
71.12.40.139;Услуги в области аккредитации прочие, не включенные в другие группировки
71.12.40.140;Услуги государственного контроля (надзора) за соблюдением требований технических регламентов
71.12.40.141;Услуги по контролю (надзору) за соблюдением технического регулирования в области использования атомной энергии
71.12.40.149;Услуги государственного контроля (надзора) за соблюдением требований технических регламентов прочие, не включенные в другие группировки
71.12.40.150;Услуги федерального государственного метрологического надзора
71.12.40.160;"Услуги в области каталогизации продукции
Эта группировка включает:
- услуги по разработке каталогов на финальную продукцию;
- услуги по разработке каталожных описаний предметов снабжения;
- услуги в области каталогизации продукции прочие
"
